actual_margin_delta,control_margin,done,due,event_index,item,mode,opponent,opponent_cash_delta,own_cash_delta,raw_gain,seat,seed,single_event_margin,source_hash,step,transfer
43.0,15897.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,43.0,36.0,0,317,15940.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
55.0,15897.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,55.0,349.0,0,317,15952.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
-2356.0,15772.0,1,240,0,WOOL,delay,v13_r3,523.0,-1833.0,95.0,1,317,13416.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
43.0,15772.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,43.0,36.0,1,317,15815.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
55.0,15772.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,55.0,349.0,1,317,15827.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
-3490.0,10355.0,1,240,0,WOOL,delay,v13_r3,-4579.0,-8069.0,118.0,0,733,6865.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
40.0,10355.0,1,408,1,STRAWBERRY,delay,v13_r3,0.0,40.0,233.0,0,733,10395.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,7
0.0,10355.0,1,455,2,MILK,delay,v13_r3,0.0,0.0,378.0,0,733,10355.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,432,5
-3490.0,10355.0,1,240,0,WOOL,delay,v13_r3,-4579.0,-8069.0,118.0,1,733,6865.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
40.0,10355.0,1,408,1,STRAWBERRY,delay,v13_r3,0.0,40.0,233.0,1,733,10395.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,7
0.0,10355.0,1,455,2,MILK,delay,v13_r3,0.0,0.0,378.0,1,733,10355.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,432,5
-322.0,14979.0,1,240,0,WOOL,delay,v21_1,387.0,65.0,133.0,0,17,14657.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,4
65.0,14979.0,1,311,1,WOOL,delay,v21_1,22.0,87.0,190.0,0,17,15044.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,240,10
39.0,14979.0,1,381,2,WOOL,delay,v21_1,7.0,46.0,41.0,0,17,15018.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,312,6
-23664.0,14979.0,1,240,0,WOOL,delay,v21_1,5493.0,-18171.0,348.0,1,17,-8685.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
28.0,14979.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,28.0,26.0,1,17,15007.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
18.0,14979.0,1,408,2,STRAWBERRY,delay,v21_1,7.0,25.0,357.0,1,17,14997.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
37.0,33793.0,1,384,0,STRAWBERRY,delay,v21_1,0.0,37.0,31.0,0,42,33830.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
34.0,33793.0,1,408,1,STRAWBERRY,delay,v21_1,6.0,40.0,342.0,0,42,33827.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
0.0,33793.0,1,432,2,STRAWBERRY,delay,v21_1,0.0,0.0,215.0,0,42,33793.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,408,6
-9147.0,33793.0,1,240,0,WOOL,delay,v21_1,1764.0,-7383.0,47.0,1,42,24646.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,4
37.0,33793.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,37.0,31.0,1,42,33830.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
34.0,33793.0,1,408,2,STRAWBERRY,delay,v21_1,6.0,40.0,331.0,1,42,33827.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
28.0,35079.0,1,384,0,STRAWBERRY,delay,v21_1,0.0,28.0,28.0,0,2026,35107.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
32.0,35079.0,1,408,1,STRAWBERRY,delay,v21_1,0.0,32.0,336.0,0,2026,35111.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
0.0,35079.0,1,432,2,STRAWBERRY,delay,v21_1,0.0,0.0,183.0,0,2026,35079.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,408,6
-14299.0,35047.0,1,240,0,WOOL,delay,v21_1,26553.0,12254.0,47.0,1,2026,20748.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,4
28.0,35047.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,28.0,36.0,1,2026,35075.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
32.0,35047.0,1,408,2,STRAWBERRY,delay,v21_1,0.0,32.0,352.0,1,2026,35079.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-3624.0,12532.0,1,240,0,WOOL,delay,v21_1,1562.0,-2062.0,85.0,0,217,8908.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
41.0,12532.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,41.0,41.0,0,217,12573.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
37.0,12532.0,1,408,2,STRAWBERRY,delay,v21_1,4.0,41.0,294.0,0,217,12569.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-3624.0,12532.0,1,240,0,WOOL,delay,v21_1,1562.0,-2062.0,118.0,1,217,8908.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
41.0,12532.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,41.0,41.0,1,217,12573.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
37.0,12532.0,1,408,2,STRAWBERRY,delay,v21_1,4.0,41.0,302.0,1,217,12569.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-1647.0,16584.0,1,240,0,WOOL,delay,v21_1,4213.0,2566.0,55.0,0,317,14937.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
43.0,16584.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,43.0,36.0,0,317,16627.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
44.0,16584.0,1,408,2,STRAWBERRY,delay,v21_1,5.0,49.0,363.0,0,317,16628.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-1771.0,16584.0,1,240,0,WOOL,delay,v21_1,4277.0,2506.0,95.0,1,317,14813.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
43.0,16584.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,43.0,36.0,1,317,16627.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
44.0,16584.0,1,408,2,STRAWBERRY,delay,v21_1,5.0,49.0,375.0,1,317,16628.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-2917.0,10501.0,1,240,0,WOOL,delay,v21_1,719.0,-2198.0,85.0,0,733,7584.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
34.0,10501.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,34.0,34.0,0,733,10535.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
34.0,10501.0,1,408,2,STRAWBERRY,delay,v21_1,3.0,37.0,267.0,0,733,10535.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-2917.0,10501.0,1,240,0,WOOL,delay,v21_1,719.0,-2198.0,118.0,1,733,7584.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,168,8
34.0,10501.0,1,384,1,STRAWBERRY,delay,v21_1,0.0,34.0,34.0,1,733,10535.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,336,3
34.0,10501.0,1,408,2,STRAWBERRY,delay,v21_1,3.0,37.0,280.0,1,733,10535.0,d9dc24ce5429ec628ead0621a160bee90725350683d7dfcc4686fcaf511f3aab,384,9
-25330.0,3694.0,1,240,0,WOOL,delay,yummers,32745.0,7415.0,348.0,0,17,-21636.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
25.0,3694.0,1,384,1,STRAWBERRY,delay,yummers,0.0,25.0,62.0,0,17,3719.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
18.0,3694.0,1,408,2,STRAWBERRY,delay,yummers,2.0,20.0,139.0,0,17,3712.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,4
-25330.0,3694.0,1,240,0,WOOL,delay,yummers,32745.0,7415.0,348.0,1,17,-21636.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
0.0,3694.0,1,384,1,STRAWBERRY,delay,yummers,0.0,0.0,26.0,1,17,3694.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
18.0,3694.0,1,408,2,STRAWBERRY,delay,yummers,2.0,20.0,139.0,1,17,3712.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,4
-68.0,21494.0,1,240,0,WOOL,delay,yummers,-11773.0,-11841.0,47.0,0,42,21426.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,4
31.0,21494.0,1,384,1,STRAWBERRY,delay,yummers,0.0,31.0,19.0,0,42,21525.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
35.0,21494.0,1,408,2,STRAWBERRY,delay,yummers,0.0,35.0,315.0,0,42,21529.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-68.0,21494.0,1,240,0,WOOL,delay,yummers,-11773.0,-11841.0,47.0,1,42,21426.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,4
31.0,21494.0,1,384,1,STRAWBERRY,delay,yummers,0.0,31.0,19.0,1,42,21525.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
35.0,21494.0,1,408,2,STRAWBERRY,delay,yummers,0.0,35.0,320.0,1,42,21529.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-1355.0,8913.0,1,240,0,WOOL,delay,yummers,-5231.0,-6586.0,47.0,0,2026,7558.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,4
41.0,8913.0,1,384,1,STRAWBERRY,delay,yummers,0.0,41.0,36.0,0,2026,8954.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
52.0,8913.0,1,408,2,STRAWBERRY,delay,yummers,0.0,52.0,344.0,0,2026,8965.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-1300.0,8858.0,1,240,0,WOOL,delay,yummers,-5280.0,-6580.0,47.0,1,2026,7558.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,4
41.0,8858.0,1,384,1,STRAWBERRY,delay,yummers,0.0,41.0,36.0,1,2026,8899.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
52.0,8858.0,1,408,2,STRAWBERRY,delay,yummers,0.0,52.0,344.0,1,2026,8910.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-2491.0,7607.0,1,240,0,WOOL,delay,yummers,2185.0,-306.0,118.0,0,217,5116.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
41.0,7607.0,1,384,1,STRAWBERRY,delay,yummers,0.0,41.0,41.0,0,217,7648.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
31.0,7607.0,1,408,2,STRAWBERRY,delay,yummers,7.0,38.0,367.0,0,217,7638.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-2575.0,7607.0,1,240,0,WOOL,delay,yummers,2950.0,375.0,118.0,1,217,5032.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
41.0,7607.0,1,384,1,STRAWBERRY,delay,yummers,0.0,41.0,41.0,1,217,7648.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
31.0,7607.0,1,408,2,STRAWBERRY,delay,yummers,7.0,38.0,367.0,1,217,7638.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-2289.0,10774.0,1,240,0,WOOL,delay,yummers,595.0,-1694.0,95.0,0,317,8485.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
43.0,10774.0,1,384,1,STRAWBERRY,delay,yummers,0.0,43.0,36.0,0,317,10817.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
55.0,10774.0,1,408,2,STRAWBERRY,delay,yummers,0.0,55.0,344.0,0,317,10829.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-2289.0,10774.0,1,240,0,WOOL,delay,yummers,595.0,-1694.0,95.0,1,317,8485.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
43.0,10774.0,1,384,1,STRAWBERRY,delay,yummers,0.0,43.0,36.0,1,317,10817.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,336,3
55.0,10774.0,1,408,2,STRAWBERRY,delay,yummers,0.0,55.0,348.0,1,317,10829.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,9
-2406.0,5159.0,1,240,0,WOOL,delay,yummers,-5054.0,-7460.0,118.0,0,733,2753.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
32.0,5159.0,1,408,1,STRAWBERRY,delay,yummers,4.0,36.0,220.0,0,733,5191.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,7
0.0,5159.0,1,455,2,MILK,delay,yummers,0.0,0.0,390.0,0,733,5159.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,432,5
-2406.0,5159.0,1,240,0,WOOL,delay,yummers,-5054.0,-7460.0,118.0,1,733,2753.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,168,8
32.0,5159.0,1,408,1,STRAWBERRY,delay,yummers,4.0,36.0,233.0,1,733,5191.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,384,7
0.0,5159.0,1,455,2,MILK,delay,yummers,0.0,0.0,390.0,1,733,5159.0,62fb5a5f66f0011092a2b51e3192879ba583d5d815d761f176091c615657147a,432,5
