seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent,v009_state
42,0,140737.0,120.0,140617.0,win,DONE,DONE,1,719,0,0,0.603916,1.111825,1.2961063800000003,1.418084,2.2763548330040067,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 9003.0, ""11"": 13094.0, ""12"": 16266.0, ""13"": 18191.0, ""14"": 18726.0, ""15"": 20586.0, ""16"": 25708.0, ""17"": 31602.0, ""18"": 38100.0, ""19"": 44051.0, ""2"": 91.0, ""20"": 63392.0, ""21"": 76525.0, ""22"": 80856.0, ""23"": 86501.0, ""24"": 100328.0, ""25"": 104295.0, ""26"": 113944.0, ""27"": 119693.0, ""28"": 136331.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 741.0, ""7"": 129.0, ""8"": 537.0, ""9"": 1934.0}","{""BUILD_PASTURE"": 12, ""CARE"": 238, ""COLLECT_FERTILIZER"": 273, ""DIG"": 23, ""DROP"": 76, ""EAST"": 908, ""FEED"": 261, ""HARVEST"": 201, ""NORTH"": 1314, ""PASS"": 1629, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 990, ""WATER"": 758, ""WEST"": 1120}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 194, ""BUY_SEED"": 48, ""HIRE"": 321, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 118, ""SELL:MILK"": 210, ""SELL:STRAWBERRY"": 118, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 92}",current,random,{}
42,1,136624.0,0.0,136624.0,win,DONE,DONE,1,719,0,0,0.6115,1.1217077,1.3095601200000007,38.986459,2.3036984159989515,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 10299.0, ""11"": 12826.0, ""12"": 12506.0, ""13"": 17783.0, ""14"": 18098.0, ""15"": 22811.0, ""16"": 25031.0, ""17"": 30500.0, ""18"": 33565.0, ""19"": 40446.0, ""2"": 91.0, ""20"": 58194.0, ""21"": 76080.0, ""22"": 79863.0, ""23"": 82238.0, ""24"": 85697.0, ""25"": 102245.0, ""26"": 108515.0, ""27"": 117750.0, ""28"": 133547.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 228.0, ""8"": 518.0, ""9"": 1711.0}","{""BUILD_PASTURE"": 12, ""CARE"": 220, ""COLLECT_FERTILIZER"": 272, ""DIG"": 17, ""DROP"": 91, ""EAST"": 953, ""FEED"": 259, ""HARVEST"": 201, ""NORTH"": 1326, ""PASS"": 1600, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 971, ""WATER"": 739, ""WEST"": 1146}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 48, ""HIRE"": 321, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 115, ""SELL:MILK"": 221, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 73}",current,random,{}
2026,0,140190.0,0.0,140190.0,win,DONE,DONE,1,719,0,0,0.608,1.0867461,1.288723,1.491083,2.296569083999202,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 10282.0, ""11"": 13275.0, ""12"": 13114.0, ""13"": 18335.0, ""14"": 21349.0, ""15"": 26170.0, ""16"": 28391.0, ""17"": 33358.0, ""18"": 35180.0, ""19"": 48169.0, ""2"": 91.0, ""20"": 62242.0, ""21"": 67232.0, ""22"": 80322.0, ""23"": 87530.0, ""24"": 92395.0, ""25"": 98429.0, ""26"": 106262.0, ""27"": 119420.0, ""28"": 135481.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 733.0, ""7"": 165.0, ""8"": 506.0, ""9"": 1919.0}","{""BUILD_PASTURE"": 12, ""CARE"": 246, ""COLLECT_FERTILIZER"": 271, ""DIG"": 21, ""DROP"": 88, ""EAST"": 995, ""FEED"": 256, ""HARVEST"": 211, ""NORTH"": 1305, ""PASS"": 1610, ""PICKUP"": 63, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 928, ""WATER"": 739, ""WEST"": 1187}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 56, ""HIRE"": 324, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 603, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 120, ""SELL:MILK"": 178, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 474, ""SELL:WOOL"": 132}",current,random,{}
2026,1,131441.0,0.0,131441.0,win,DONE,DONE,1,719,0,0,0.624917,1.1143247,1.28574994,30.08425,2.3019262080051703,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7722.0, ""11"": 12251.0, ""12"": 12286.0, ""13"": 17171.0, ""14"": 18752.0, ""15"": 20160.0, ""16"": 24779.0, ""17"": 29793.0, ""18"": 33471.0, ""19"": 43039.0, ""2"": 91.0, ""20"": 59848.0, ""21"": 66365.0, ""22"": 72164.0, ""23"": 79349.0, ""24"": 82055.0, ""25"": 89981.0, ""26"": 101759.0, ""27"": 109879.0, ""28"": 126470.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 105.0, ""8"": 250.0, ""9"": 1538.0}","{""BUILD_PASTURE"": 12, ""CARE"": 238, ""COLLECT_FERTILIZER"": 275, ""DIG"": 17, ""DROP"": 86, ""EAST"": 914, ""FEED"": 264, ""HARVEST"": 212, ""NORTH"": 1347, ""PASS"": 1587, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1014, ""WATER"": 764, ""WEST"": 1111}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 189, ""BUY_SEED"": 53, ""HIRE"": 323, ""SELL"": 194}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 119, ""SELL:MILK"": 187, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 121}",current,random,{}
217,0,137388.0,0.0,137388.0,win,DONE,DONE,1,719,0,0,0.6105,1.099917,1.3067555000000004,30.277,2.3473201250017155,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7246.0, ""11"": 12568.0, ""12"": 12620.0, ""13"": 17542.0, ""14"": 19122.0, ""15"": 20679.0, ""16"": 24400.0, ""17"": 27990.0, ""18"": 34820.0, ""19"": 41496.0, ""2"": 91.0, ""20"": 59121.0, ""21"": 66012.0, ""22"": 73508.0, ""23"": 79274.0, ""24"": 87720.0, ""25"": 96344.0, ""26"": 108403.0, ""27"": 117060.0, ""28"": 131906.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 740.0, ""7"": 88.0, ""8"": 124.0, ""9"": 1526.0}","{""BUILD_PASTURE"": 12, ""CARE"": 241, ""COLLECT_FERTILIZER"": 269, ""DIG"": 19, ""DROP"": 81, ""EAST"": 912, ""FEED"": 260, ""HARVEST"": 204, ""NORTH"": 1315, ""PASS"": 1598, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 985, ""WATER"": 745, ""WEST"": 1111}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 54, ""HIRE"": 319, ""SELL"": 179}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 529, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 41, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 119, ""SELL:MILK"": 200, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 384, ""SELL:WOOL"": 105}",current,random,{}
217,1,125556.0,0.0,125556.0,win,DONE,DONE,1,719,0,0,0.625417,1.1061202,1.2873538800000015,1.413166,2.2835422909993213,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7724.0, ""11"": 12303.0, ""12"": 12193.0, ""13"": 17087.0, ""14"": 18622.0, ""15"": 19932.0, ""16"": 26908.0, ""17"": 28260.0, ""18"": 31674.0, ""19"": 38197.0, ""2"": 91.0, ""20"": 53185.0, ""21"": 64597.0, ""22"": 72169.0, ""23"": 77051.0, ""24"": 80351.0, ""25"": 92547.0, ""26"": 101273.0, ""27"": 106671.0, ""28"": 121931.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 741.0, ""7"": 90.0, ""8"": 103.0, ""9"": 1578.0}","{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 271, ""DIG"": 19, ""DROP"": 87, ""EAST"": 950, ""FEED"": 258, ""HARVEST"": 210, ""NORTH"": 1335, ""PASS"": 1570, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 110, ""SOUTH"": 990, ""WATER"": 749, ""WEST"": 1190}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 196, ""BUY_SEED"": 56, ""HIRE"": 325, ""SELL"": 194}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 540, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 119, ""SELL:MILK"": 181, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 419, ""SELL:WOOL"": 118}",current,random,{}
317,0,134381.0,60.0,134321.0,win,DONE,DONE,1,719,0,0,0.619834,1.1300417,1.3296560600000018,40.492791,2.305278084000747,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7738.0, ""11"": 12394.0, ""12"": 12401.0, ""13"": 17374.0, ""14"": 18952.0, ""15"": 24073.0, ""16"": 25151.0, ""17"": 30272.0, ""18"": 32678.0, ""19"": 42362.0, ""2"": 91.0, ""20"": 59478.0, ""21"": 65612.0, ""22"": 76654.0, ""23"": 83010.0, ""24"": 85710.0, ""25"": 92696.0, ""26"": 104916.0, ""27"": 115670.0, ""28"": 129046.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 741.0, ""7"": 100.0, ""8"": 236.0, ""9"": 1519.0}","{""BUILD_PASTURE"": 12, ""CARE"": 245, ""COLLECT_FERTILIZER"": 272, ""DIG"": 16, ""DROP"": 89, ""EAST"": 946, ""FEED"": 260, ""HARVEST"": 214, ""NORTH"": 1362, ""PASS"": 1582, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 110, ""SOUTH"": 1012, ""WATER"": 765, ""WEST"": 1111}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 196, ""BUY_SEED"": 56, ""HIRE"": 325, ""SELL"": 193}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 44, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 118, ""SELL:MILK"": 204, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 418, ""SELL:WOOL"": 106}",current,random,{}
317,1,131886.0,0.0,131886.0,win,DONE,DONE,1,719,0,0,0.631042,1.1171292,1.3216200600000003,1.498542,2.331938582996372,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7738.0, ""11"": 12394.0, ""12"": 12401.0, ""13"": 17374.0, ""14"": 18952.0, ""15"": 24037.0, ""16"": 25117.0, ""17"": 30089.0, ""18"": 32389.0, ""19"": 41783.0, ""2"": 91.0, ""20"": 55002.0, ""21"": 67561.0, ""22"": 72800.0, ""23"": 80944.0, ""24"": 85084.0, ""25"": 91571.0, ""26"": 101212.0, ""27"": 111239.0, ""28"": 126949.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 741.0, ""7"": 100.0, ""8"": 236.0, ""9"": 1519.0}","{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 268, ""DIG"": 15, ""DROP"": 83, ""EAST"": 945, ""FEED"": 263, ""HARVEST"": 217, ""NORTH"": 1384, ""PASS"": 1508, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 112, ""SOUTH"": 1017, ""WATER"": 762, ""WEST"": 1152}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 55, ""HIRE"": 324, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 536, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 43, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 119, ""SELL:MILK"": 204, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 412, ""SELL:WOOL"": 102}",current,random,{}
733,0,129852.0,0.0,129852.0,win,DONE,DONE,1,719,0,0,0.610916,1.1080670000000001,1.2837919400000002,43.879208,2.290281125002366,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 10405.0, ""11"": 12776.0, ""12"": 12536.0, ""13"": 17922.0, ""14"": 18397.0, ""15"": 22776.0, ""16"": 24992.0, ""17"": 30433.0, ""18"": 34487.0, ""19"": 40848.0, ""2"": 91.0, ""20"": 60828.0, ""21"": 72216.0, ""22"": 77122.0, ""23"": 82520.0, ""24"": 85693.0, ""25"": 94960.0, ""26"": 104267.0, ""27"": 115380.0, ""28"": 127173.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 739.0, ""7"": 248.0, ""8"": 564.0, ""9"": 1768.0}","{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 270, ""DIG"": 21, ""DROP"": 92, ""EAST"": 888, ""FEED"": 257, ""HARVEST"": 205, ""NORTH"": 1355, ""PASS"": 1650, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 978, ""WATER"": 734, ""WEST"": 1098}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 49, ""HIRE"": 321, ""SELL"": 191}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 534, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 118, ""SELL:MILK"": 186, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 106}",current,random,{}
733,1,131606.0,0.0,131606.0,win,DONE,DONE,1,719,0,0,0.617541,1.1090208,1.2775455600000003,1.46925,2.272582166995562,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 10346.0, ""11"": 12681.0, ""12"": 12449.0, ""13"": 17817.0, ""14"": 18102.0, ""15"": 19689.0, ""16"": 24849.0, ""17"": 30410.0, ""18"": 38355.0, ""19"": 43624.0, ""2"": 91.0, ""20"": 58625.0, ""21"": 73618.0, ""22"": 78138.0, ""23"": 80742.0, ""24"": 83744.0, ""25"": 97771.0, ""26"": 106367.0, ""27"": 114691.0, ""28"": 128107.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 228.0, ""8"": 518.0, ""9"": 1712.0}","{""BUILD_PASTURE"": 12, ""CARE"": 238, ""COLLECT_FERTILIZER"": 273, ""DIG"": 18, ""DROP"": 87, ""EAST"": 930, ""FEED"": 261, ""HARVEST"": 198, ""NORTH"": 1311, ""PASS"": 1648, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 986, ""WATER"": 754, ""WEST"": 1111}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 203, ""BUY_SEED"": 51, ""HIRE"": 322, ""SELL"": 194}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 539, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 32, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 115, ""SELL:MILK"": 184, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 116}",current,random,{}
17,0,105366.0,149976.0,-44610.0,loss,DONE,DONE,1,719,0,0,0.6155,1.1036173,1.2911701200000003,5.091833,3.2281310420003138,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7516.0, ""11"": 13609.0, ""12"": 11602.0, ""13"": 15253.0, ""14"": 16504.0, ""15"": 18572.0, ""16"": 22270.0, ""17"": 25731.0, ""18"": 27726.0, ""19"": 31085.0, ""2"": 81.0, ""20"": 43995.0, ""21"": 51589.0, ""22"": 57221.0, ""23"": 63004.0, ""24"": 65875.0, ""25"": 72203.0, ""26"": 81252.0, ""27"": 88843.0, ""28"": 103061.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 664.0, ""7"": 110.0, ""8"": 1063.0, ""9"": 1611.0}","{""BUILD_PASTURE"": 12, ""CARE"": 229, ""COLLECT_FERTILIZER"": 268, ""DIG"": 17, ""DROP"": 78, ""EAST"": 887, ""FEED"": 252, ""HARVEST"": 200, ""NORTH"": 1286, ""PASS"": 1728, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 940, ""WATER"": 758, ""WEST"": 1114}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 187, ""BUY_SEED"": 47, ""HIRE"": 320, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 117, ""SELL:MILK"": 211, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 76}",current,hamburger,{}
17,1,91933.0,132779.0,-40846.0,loss,DONE,DONE,1,719,0,0,0.600458,1.1268378,1.3219069400000019,1.528,3.1582985409986577,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9466.0, ""11"": 13506.0, ""12"": 11198.0, ""13"": 14373.0, ""14"": 17679.0, ""15"": 19085.0, ""16"": 22593.0, ""17"": 24831.0, ""18"": 26032.0, ""19"": 29088.0, ""2"": 81.0, ""20"": 43651.0, ""21"": 43893.0, ""22"": 46337.0, ""23"": 52568.0, ""24"": 61861.0, ""25"": 72299.0, ""26"": 73818.0, ""27"": 78658.0, ""28"": 91198.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 670.0, ""7"": 99.0, ""8"": 767.0, ""9"": 1604.0}","{""BUILD_PASTURE"": 12, ""CARE"": 219, ""COLLECT_FERTILIZER"": 272, ""DIG"": 15, ""DROP"": 75, ""EAST"": 862, ""FEED"": 259, ""HARVEST"": 188, ""NORTH"": 1309, ""PASS"": 1726, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 978, ""WATER"": 768, ""WEST"": 1090}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 53, ""HIRE"": 320, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 117, ""SELL:MILK"": 180, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 102}",current,hamburger,{}
42,0,91962.0,132217.0,-40255.0,loss,DONE,DONE,1,719,0,0,0.625,1.1890006000000002,1.6173470000000016,29.739083,3.401849832996959,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 4412.0, ""11"": 12900.0, ""12"": 10328.0, ""13"": 13259.0, ""14"": 15816.0, ""15"": 16827.0, ""16"": 20027.0, ""17"": 22272.0, ""18"": 26249.0, ""19"": 32353.0, ""2"": 81.0, ""20"": 41287.0, ""21"": 43549.0, ""22"": 49657.0, ""23"": 57749.0, ""24"": 69593.0, ""25"": 70850.0, ""26"": 75891.0, ""27"": 78416.0, ""28"": 91005.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 663.0, ""7"": 90.0, ""8"": 701.0, ""9"": 1140.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 271, ""DIG"": 25, ""DROP"": 81, ""EAST"": 852, ""FEED"": 254, ""HARVEST"": 188, ""NORTH"": 1305, ""PASS"": 1588, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 1003, ""WATER"": 725, ""WEST"": 1100}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 53, ""HIRE"": 314, ""SELL"": 172}","{""BUY_ANIMAL:COW"": 4, ""BUY_ANIMAL:SHEEP"": 8, ""BUY_PRODUCT:WHEAT"": 524, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 115, ""SELL:MILK"": 111, ""SELL:STRAWBERRY"": 119, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 176}",current,hamburger,{}
42,1,97302.0,147152.0,-49850.0,loss,DONE,DONE,1,719,0,0,0.599042,1.1095958,1.2990625000000002,1.737167,3.147080750000896,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 4412.0, ""11"": 12900.0, ""12"": 10328.0, ""13"": 13259.0, ""14"": 15816.0, ""15"": 16828.0, ""16"": 20174.0, ""17"": 22512.0, ""18"": 27691.0, ""19"": 33159.0, ""2"": 81.0, ""20"": 44118.0, ""21"": 45773.0, ""22"": 51711.0, ""23"": 59261.0, ""24"": 67624.0, ""25"": 75660.0, ""26"": 81234.0, ""27"": 83687.0, ""28"": 96178.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 663.0, ""7"": 90.0, ""8"": 701.0, ""9"": 1140.0}","{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 272, ""DIG"": 26, ""DROP"": 76, ""EAST"": 881, ""FEED"": 257, ""HARVEST"": 190, ""NORTH"": 1261, ""PASS"": 1588, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 981, ""WATER"": 716, ""WEST"": 1118}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 190, ""BUY_SEED"": 52, ""HIRE"": 313, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 4, ""BUY_ANIMAL:SHEEP"": 8, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 114, ""SELL:MILK"": 114, ""SELL:STRAWBERRY"": 119, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 171}",current,hamburger,{}
