seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent,v009_state
733,1,113788.0,168141.0,-54353.0,loss,DONE,DONE,1,719,0,0,0.664334,1.1414328,1.3425094400000004,30.318625,3.2511325419982313,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8257.0, ""11"": 13537.0, ""12"": 11303.0, ""13"": 15348.0, ""14"": 19513.0, ""15"": 23040.0, ""16"": 25046.0, ""17"": 28187.0, ""18"": 31301.0, ""19"": 38006.0, ""2"": 81.0, ""20"": 50366.0, ""21"": 56060.0, ""22"": 64458.0, ""23"": 71956.0, ""24"": 74780.0, ""25"": 86202.0, ""26"": 90339.0, ""27"": 96616.0, ""28"": 112366.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 655.0, ""7"": 111.0, ""8"": 1108.0, ""9"": 1459.0}","{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 270, ""DIG"": 14, ""DROP"": 75, ""EAST"": 871, ""FEED"": 254, ""HARVEST"": 204, ""NORTH"": 1323, ""PASS"": 1672, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 110, ""SOUTH"": 981, ""WATER"": 738, ""WEST"": 1109}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 49, ""HIRE"": 320, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 39, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 111, ""SELL:MILK"": 120, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 396, ""SELL:WOOL"": 180}",v009a_market_memory,hamburger,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10090, ""MILK"": 9904, ""STRAWBERRY"": 9825, ""WOOL"": 9884}, ""previous_prices"": {""MELON"": 169.0, ""MILK"": 245.0, ""STRAWBERRY"": 231.0, ""WOOL"": 241.0}, ""reduced_sells"": 30, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 11}"
17,0,95524.0,130724.0,-35200.0,loss,DONE,DONE,1,719,0,0,0.672208,1.1423750000000001,1.3679723800000005,1.591333,3.1627783750009257,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9820.0, ""11"": 11603.0, ""12"": 11246.0, ""13"": 15027.0, ""14"": 16389.0, ""15"": 18389.0, ""16"": 22065.0, ""17"": 23411.0, ""18"": 25022.0, ""19"": 29328.0, ""2"": 82.0, ""20"": 45135.0, ""21"": 51653.0, ""22"": 55853.0, ""23"": 59476.0, ""24"": 65209.0, ""25"": 73414.0, ""26"": 75985.0, ""27"": 83403.0, ""28"": 92935.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 666.0, ""7"": 80.0, ""8"": 1003.0, ""9"": 1601.0}","{""BUILD_PASTURE"": 12, ""CARE"": 223, ""COLLECT_FERTILIZER"": 271, ""DIG"": 15, ""DROP"": 90, ""EAST"": 934, ""FEED"": 259, ""HARVEST"": 198, ""NORTH"": 1375, ""PASS"": 1542, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 978, ""WATER"": 725, ""WEST"": 1115}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 193, ""BUY_SEED"": 47, ""HIRE"": 318, ""SELL"": 226}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 520, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 32, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 118, ""SELL:MILK"": 209, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 370, ""SELL:WOOL"": 79}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10097, ""MILK"": 9939, ""STRAWBERRY"": 9952, ""WOOL"": 10012}, ""previous_prices"": {""MELON"": 156.0, ""MILK"": 228.0, ""STRAWBERRY"": 178.0, ""WOOL"": 192.0}, ""reduced_sells"": 64, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 8}"
17,1,102243.0,142108.0,-39865.0,loss,DONE,DONE,1,719,0,0,0.640333,1.1512994,1.3447606200000002,1.711708,3.1708890830050223,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7766.0, ""11"": 11032.0, ""12"": 10705.0, ""13"": 14483.0, ""14"": 18041.0, ""15"": 19371.0, ""16"": 23520.0, ""17"": 25765.0, ""18"": 26860.0, ""19"": 34788.0, ""2"": 82.0, ""20"": 45533.0, ""21"": 50500.0, ""22"": 52147.0, ""23"": 60152.0, ""24"": 67937.0, ""25"": 76331.0, ""26"": 79868.0, ""27"": 86397.0, ""28"": 99744.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 672.0, ""7"": 109.0, ""8"": 677.0, ""9"": 1257.0}","{""BUILD_PASTURE"": 12, ""CARE"": 229, ""COLLECT_FERTILIZER"": 272, ""DIG"": 18, ""DROP"": 72, ""EAST"": 860, ""FEED"": 255, ""HARVEST"": 195, ""NORTH"": 1298, ""PASS"": 1648, ""PICKUP"": 73, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 967, ""WATER"": 728, ""WEST"": 1110}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 187, ""BUY_SEED"": 51, ""HIRE"": 315, ""SELL"": 195}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 517, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 112, ""SELL:MILK"": 184, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 96}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10087, ""MILK"": 9896, ""STRAWBERRY"": 9792, ""WOOL"": 10006}, ""previous_prices"": {""MELON"": 174.0, ""MILK"": 249.0, ""STRAWBERRY"": 241.0, ""WOOL"": 198.0}, ""reduced_sells"": 40, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 4}"
42,0,88094.0,138304.0,-50210.0,loss,DONE,DONE,1,719,0,0,0.639708,1.1345205,1.3464231200000032,35.543209,3.187177416002669,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8227.0, ""11"": 9785.0, ""12"": 9490.0, ""13"": 13184.0, ""14"": 16436.0, ""15"": 17423.0, ""16"": 20276.0, ""17"": 21859.0, ""18"": 23807.0, ""19"": 27815.0, ""2"": 82.0, ""20"": 36436.0, ""21"": 39292.0, ""22"": 43115.0, ""23"": 53179.0, ""24"": 57983.0, ""25"": 63166.0, ""26"": 69854.0, ""27"": 74307.0, ""28"": 86519.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 665.0, ""7"": 100.0, ""8"": 662.0, ""9"": 885.0}","{""BUILD_PASTURE"": 12, ""CARE"": 212, ""COLLECT_FERTILIZER"": 272, ""DIG"": 21, ""DROP"": 86, ""EAST"": 820, ""FEED"": 255, ""HARVEST"": 180, ""NORTH"": 1352, ""PASS"": 1549, ""PICKUP"": 74, ""PLACE"": 12, ""PLANT"": 96, ""SOUTH"": 1036, ""WATER"": 726, ""WEST"": 1123}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 53, ""HIRE"": 314, ""SELL"": 220}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 524, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 26, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 119, ""SELL:MILK"": 126, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 378, ""SELL:WOOL"": 137}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10098, ""MILK"": 9964, ""STRAWBERRY"": 9877, ""WOOL"": 9984}, ""previous_prices"": {""MELON"": 154.0, ""MILK"": 212.0, ""STRAWBERRY"": 213.0, ""WOOL"": 224.0}, ""reduced_sells"": 63, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 13}"
42,1,85356.0,133256.0,-47900.0,loss,DONE,DONE,1,719,0,0,0.643958,1.122225,1.317578940000002,64.959958,3.13537058300426,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8227.0, ""11"": 9785.0, ""12"": 9490.0, ""13"": 13184.0, ""14"": 16436.0, ""15"": 17423.0, ""16"": 20276.0, ""17"": 21859.0, ""18"": 23807.0, ""19"": 27815.0, ""2"": 82.0, ""20"": 36436.0, ""21"": 39292.0, ""22"": 42945.0, ""23"": 52554.0, ""24"": 57366.0, ""25"": 61721.0, ""26"": 68190.0, ""27"": 71144.0, ""28"": 83640.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 665.0, ""7"": 100.0, ""8"": 662.0, ""9"": 885.0}","{""BUILD_PASTURE"": 12, ""CARE"": 213, ""COLLECT_FERTILIZER"": 266, ""DIG"": 23, ""DROP"": 79, ""EAST"": 828, ""FEED"": 255, ""HARVEST"": 180, ""NORTH"": 1350, ""PASS"": 1564, ""PICKUP"": 74, ""PLACE"": 12, ""PLANT"": 96, ""SOUTH"": 1019, ""WATER"": 715, ""WEST"": 1116}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 192, ""BUY_SEED"": 53, ""HIRE"": 313, ""SELL"": 209}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 521, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 26, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 119, ""SELL:MILK"": 125, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 370, ""SELL:WOOL"": 138}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10098, ""MILK"": 9981, ""STRAWBERRY"": 9888, ""WOOL"": 9985}, ""previous_prices"": {""MELON"": 154.0, ""MILK"": 198.0, ""STRAWBERRY"": 209.0, ""WOOL"": 224.0}, ""reduced_sells"": 60, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 13}"
2026,0,102879.0,132915.0,-30036.0,loss,DONE,DONE,1,719,0,0,0.649875,1.1317917000000002,1.3193086200000002,1.711833,3.1406391249984154,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7502.0, ""11"": 10353.0, ""12"": 10085.0, ""13"": 13746.0, ""14"": 17962.0, ""15"": 21069.0, ""16"": 23257.0, ""17"": 25680.0, ""18"": 30707.0, ""19"": 34940.0, ""2"": 82.0, ""20"": 48002.0, ""21"": 51994.0, ""22"": 58049.0, ""23"": 63409.0, ""24"": 69189.0, ""25"": 73041.0, ""26"": 86075.0, ""27"": 90219.0, ""28"": 100133.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 85.0, ""8"": 558.0, ""9"": 1055.0}","{""BUILD_PASTURE"": 12, ""CARE"": 254, ""COLLECT_FERTILIZER"": 268, ""DIG"": 24, ""DROP"": 66, ""EAST"": 914, ""FEED"": 257, ""HARVEST"": 197, ""NORTH"": 1287, ""PASS"": 1604, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 927, ""WATER"": 750, ""WEST"": 1122}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 49, ""HIRE"": 316, ""SELL"": 196}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 517, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 114, ""SELL:MILK"": 70, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 384, ""SELL:WOOL"": 227}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9980, ""STRAWBERRY"": 9898, ""WOOL"": 9930}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 199.0, ""STRAWBERRY"": 205.0, ""WOOL"": 237.0}, ""reduced_sells"": 52, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 10}"
2026,1,100315.0,124147.0,-23832.0,loss,DONE,DONE,1,719,0,0,0.667833,1.1234122,1.336718000000002,1.571167,3.181067500001518,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7502.0, ""11"": 10353.0, ""12"": 10044.0, ""13"": 16473.0, ""14"": 17844.0, ""15"": 20886.0, ""16"": 22699.0, ""17"": 27298.0, ""18"": 30470.0, ""19"": 35675.0, ""2"": 82.0, ""20"": 50505.0, ""21"": 51772.0, ""22"": 58210.0, ""23"": 62053.0, ""24"": 70886.0, ""25"": 72706.0, ""26"": 81845.0, ""27"": 86735.0, ""28"": 97574.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 85.0, ""8"": 558.0, ""9"": 1055.0}","{""BUILD_PASTURE"": 12, ""CARE"": 253, ""COLLECT_FERTILIZER"": 268, ""DIG"": 22, ""DROP"": 68, ""EAST"": 886, ""FEED"": 261, ""HARVEST"": 195, ""NORTH"": 1324, ""PASS"": 1616, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 961, ""WATER"": 728, ""WEST"": 1116}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 44, ""HIRE"": 317, ""SELL"": 202}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 32, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 114, ""SELL:MILK"": 70, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 384, ""SELL:WOOL"": 233}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9993, ""STRAWBERRY"": 9932, ""WOOL"": 9936}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 183.0, ""STRAWBERRY"": 189.0, ""WOOL"": 236.0}, ""reduced_sells"": 55, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 9}"
217,0,94947.0,134183.0,-39236.0,loss,DONE,DONE,1,719,0,0,0.6525,1.1389872,1.3120049400000005,1.680375,3.180711374996463,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8860.0, ""11"": 11280.0, ""12"": 10968.0, ""13"": 14818.0, ""14"": 17151.0, ""15"": 19075.0, ""16"": 21926.0, ""17"": 23675.0, ""18"": 25228.0, ""19"": 35088.0, ""2"": 82.0, ""20"": 44204.0, ""21"": 48024.0, ""22"": 53385.0, ""23"": 55797.0, ""24"": 60228.0, ""25"": 67520.0, ""26"": 74670.0, ""27"": 81295.0, ""28"": 92239.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 669.0, ""7"": 95.0, ""8"": 863.0, ""9"": 1372.0}","{""BUILD_PASTURE"": 12, ""CARE"": 223, ""COLLECT_FERTILIZER"": 275, ""DIG"": 14, ""DROP"": 81, ""EAST"": 878, ""FEED"": 259, ""HARVEST"": 192, ""NORTH"": 1298, ""PASS"": 1620, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 972, ""WATER"": 773, ""WEST"": 1108}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 192, ""BUY_SEED"": 49, ""HIRE"": 317, ""SELL"": 223}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 520, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 116, ""SELL:MILK"": 191, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 93}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10095, ""MILK"": 9957, ""STRAWBERRY"": 9878, ""WOOL"": 10017}, ""previous_prices"": {""MELON"": 160.0, ""MILK"": 217.0, ""STRAWBERRY"": 213.0, ""WOOL"": 183.0}, ""reduced_sells"": 59, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 13}"
217,1,97304.0,144284.0,-46980.0,loss,DONE,DONE,1,719,0,0,0.650375,1.1832577000000002,1.3938369400000008,1.768375,3.184619207997457,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8860.0, ""11"": 11280.0, ""12"": 10968.0, ""13"": 14818.0, ""14"": 17151.0, ""15"": 19111.0, ""16"": 22703.0, ""17"": 24099.0, ""18"": 26192.0, ""19"": 33824.0, ""2"": 82.0, ""20"": 43024.0, ""21"": 47779.0, ""22"": 53737.0, ""23"": 57627.0, ""24"": 62654.0, ""25"": 71418.0, ""26"": 76820.0, ""27"": 85209.0, ""28"": 94638.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 669.0, ""7"": 95.0, ""8"": 863.0, ""9"": 1372.0}","{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 275, ""DIG"": 18, ""DROP"": 82, ""EAST"": 844, ""FEED"": 257, ""HARVEST"": 191, ""NORTH"": 1339, ""PASS"": 1590, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 1010, ""WATER"": 741, ""WEST"": 1092}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 193, ""BUY_SEED"": 51, ""HIRE"": 316, ""SELL"": 226}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 114, ""SELL:MILK"": 185, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 374, ""SELL:WOOL"": 104}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9987, ""STRAWBERRY"": 9889, ""WOOL"": 9952}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 191.0, ""STRAWBERRY"": 208.0, ""WOOL"": 233.0}, ""reduced_sells"": 66, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 12}"
317,0,98596.0,149727.0,-51131.0,loss,DONE,DONE,1,719,0,0,0.677375,1.1376087,1.2939238200000003,1.521,3.1897263749997364,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9833.0, ""11"": 11630.0, ""12"": 11281.0, ""13"": 15026.0, ""14"": 16394.0, ""15"": 18328.0, ""16"": 21817.0, ""17"": 24291.0, ""18"": 26282.0, ""19"": 30791.0, ""2"": 82.0, ""20"": 45336.0, ""21"": 50491.0, ""22"": 53479.0, ""23"": 54416.0, ""24"": 63687.0, ""25"": 70651.0, ""26"": 77037.0, ""27"": 88300.0, ""28"": 95258.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 88.0, ""8"": 1023.0, ""9"": 1607.0}","{""BUILD_PASTURE"": 12, ""CARE"": 219, ""COLLECT_FERTILIZER"": 269, ""DIG"": 12, ""DROP"": 81, ""EAST"": 961, ""FEED"": 261, ""HARVEST"": 192, ""NORTH"": 1361, ""PASS"": 1505, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 98, ""SOUTH"": 1013, ""WATER"": 746, ""WEST"": 1130}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 209, ""BUY_SEED"": 45, ""HIRE"": 319, ""SELL"": 202}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 113, ""SELL:MILK"": 210, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 81}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10092, ""MILK"": 9994, ""STRAWBERRY"": 9790, ""WOOL"": 9962}, ""previous_prices"": {""MELON"": 165.0, ""MILK"": 181.0, ""STRAWBERRY"": 242.0, ""WOOL"": 231.0}, ""reduced_sells"": 39, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 11}"
317,1,98547.0,150073.0,-51526.0,loss,DONE,DONE,1,719,0,0,0.668667,1.1428417000000002,1.3089325600000001,1.57175,3.1904910419980297,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9833.0, ""11"": 11630.0, ""12"": 11281.0, ""13"": 15026.0, ""14"": 16394.0, ""15"": 18328.0, ""16"": 21817.0, ""17"": 24291.0, ""18"": 26282.0, ""19"": 30791.0, ""2"": 82.0, ""20"": 45336.0, ""21"": 50491.0, ""22"": 53479.0, ""23"": 54416.0, ""24"": 63687.0, ""25"": 70651.0, ""26"": 75728.0, ""27"": 84119.0, ""28"": 95133.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 88.0, ""8"": 1023.0, ""9"": 1607.0}","{""BUILD_PASTURE"": 12, ""CARE"": 219, ""COLLECT_FERTILIZER"": 272, ""DIG"": 16, ""DROP"": 80, ""EAST"": 955, ""FEED"": 261, ""HARVEST"": 191, ""NORTH"": 1334, ""PASS"": 1506, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 97, ""SOUTH"": 1007, ""WATER"": 748, ""WEST"": 1136}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 45, ""HIRE"": 318, ""SELL"": 207}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 524, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 113, ""SELL:MILK"": 210, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 372, ""SELL:WOOL"": 81}",v009a_market_memory,frontier,"{""extra_sells"": 0, ""last_step"": 718, ""previous_inventory"": {""MELON"": 10092, ""MILK"": 9994, ""STRAWBERRY"": 9790, ""WOOL"": 9962}, ""previous_prices"": {""MELON"": 165.0, ""MILK"": 181.0, ""STRAWBERRY"": 242.0, ""WOOL"": 231.0}, ""reduced_sells"": 50, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 10}"
