seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,high_value_counts,market_counts,market_quantities,eod_unwatered_mean,eod_unwatered_max,eod_weeds_mean,eod_weeds_max,max_consecutive_unwatered,v011_stats,candidate,opponent
733,0,104954.0,104592.0,362.0,win,DONE,DONE,1,719,0,0,0.5775,1.1233423,1.3361664400000008,36.500709,3.5149629160005134,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 240, ""COLLECT_FERTILIZER"": 270, ""DIG"": 29, ""DROP"": 77, ""EAST"": 834, ""FEED"": 254, ""HARVEST"": 196, ""NORTH"": 1299, ""PASS"": 1653, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 964, ""WATER"": 731, ""WEST"": 1078}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 18, ""HARVEST:STRAWBERRY"": 49, ""WATER:HIGH_VALUE"": 563, ""WATER:MELON"": 139, ""WATER:STRAWBERRY"": 424}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 44, ""HIRE"": 314, ""SELL"": 189}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 520, ""BUY_SEED:CARROT"": 17, ""BUY_SEED:MELON"": 18, ""BUY_SEED:STRAWBERRY"": 38, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 39, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 103, ""SELL:MILK"": 159, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 395, ""SELL:WOOL"": 120}",10.620689655172415,27,1.6551724137931034,9,1,{},control,baseline
733,1,104592.0,104954.0,-362.0,loss,DONE,DONE,1,719,0,0,0.576042,1.0706628,1.2605006800000003,1.400709,3.5633770839995123,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 230, ""COLLECT_FERTILIZER"": 267, ""DIG"": 22, ""DROP"": 81, ""EAST"": 865, ""FEED"": 254, ""HARVEST"": 194, ""NORTH"": 1333, ""PASS"": 1606, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 1001, ""WATER"": 717, ""WEST"": 1080}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 18, ""HARVEST:STRAWBERRY"": 49, ""WATER:HIGH_VALUE"": 552, ""WATER:MELON"": 138, ""WATER:STRAWBERRY"": 414}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 42, ""HIRE"": 315, ""SELL"": 192}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 18, ""BUY_SEED:STRAWBERRY"": 38, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 42, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 102, ""SELL:MILK"": 153, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 381, ""SELL:WOOL"": 124}",10.96551724137931,27,2.2413793103448274,14,1,{},control,baseline
17,0,139270.0,3484.0,135786.0,win,DONE,DONE,1,719,0,0,0.603667,1.0860795,1.251630560000001,53.280084,2.178713749999588,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 273, ""DIG"": 17, ""DROP"": 86, ""EAST"": 943, ""FEED"": 260, ""HARVEST"": 203, ""NORTH"": 1323, ""PASS"": 1661, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 908, ""WATER"": 740, ""WEST"": 1141}","{""HARVEST:HIGH_VALUE"": 71, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 51, ""WATER:HIGH_VALUE"": 584, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 424}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 51, ""HIRE"": 321, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 120, ""SELL:MILK"": 224, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 397, ""SELL:WOOL"": 81}",10,23,1.7241379310344827,14,1,{},control,starter
17,1,138229.0,3499.0,134730.0,win,DONE,DONE,1,719,0,0,0.599167,1.0822378000000001,1.3054350600000006,2.31575,2.2051598750040284,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 271, ""DIG"": 15, ""DROP"": 88, ""EAST"": 952, ""FEED"": 259, ""HARVEST"": 212, ""NORTH"": 1357, ""PASS"": 1600, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 949, ""WATER"": 744, ""WEST"": 1121}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 577, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 418}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 216, ""BUY_SEED"": 59, ""HIRE"": 322, ""SELL"": 192}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 551, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 39, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 119, ""SELL:MILK"": 177, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 420, ""SELL:WOOL"": 130}",10,28,1.4827586206896552,9,1,{},control,starter
42,0,139426.0,3495.0,135931.0,win,DONE,DONE,1,719,0,0,0.595,1.1061625,1.2450829400000003,1.424916,2.1638836249985616,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 240, ""COLLECT_FERTILIZER"": 272, ""DIG"": 25, ""DROP"": 91, ""EAST"": 921, ""FEED"": 264, ""HARVEST"": 201, ""NORTH"": 1301, ""PASS"": 1636, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 1004, ""WATER"": 728, ""WEST"": 1096}","{""HARVEST:HIGH_VALUE"": 68, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 48, ""WATER:HIGH_VALUE"": 578, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 419}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 48, ""HIRE"": 320, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 119, ""SELL:MILK"": 246, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 389, ""SELL:WOOL"": 68}",10.275862068965518,25,1.1379310344827587,8,1,{},control,starter
42,1,140738.0,3497.0,137241.0,win,DONE,DONE,1,719,0,0,0.595,1.0982038,1.3185811800000002,3.835666,2.286430375002965,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 274, ""DIG"": 19, ""DROP"": 88, ""EAST"": 908, ""FEED"": 261, ""HARVEST"": 200, ""NORTH"": 1344, ""PASS"": 1680, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 98, ""SOUTH"": 952, ""WATER"": 745, ""WEST"": 1073}","{""HARVEST:HIGH_VALUE"": 70, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 50, ""WATER:HIGH_VALUE"": 604, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 445}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 214, ""BUY_SEED"": 42, ""HIRE"": 320, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 538, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 32, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 119, ""SELL:MILK"": 239, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 64}",9.344827586206897,24,2.0344827586206895,15,1,{},control,starter
2026,0,136263.0,3493.0,132770.0,win,DONE,DONE,1,719,0,0,0.60025,1.0708581000000004,1.2440186800000013,31.818375,2.2297506660033832,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 242, ""COLLECT_FERTILIZER"": 267, ""DIG"": 17, ""DROP"": 88, ""EAST"": 900, ""FEED"": 263, ""HARVEST"": 202, ""NORTH"": 1334, ""PASS"": 1661, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1015, ""WATER"": 753, ""WEST"": 1128}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 585, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 426}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 56, ""HIRE"": 325, ""SELL"": 197}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 41, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 119, ""SELL:MILK"": 131, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 407, ""SELL:WOOL"": 178}",9.689655172413794,27,1.206896551724138,9,1,{},control,starter
2026,1,135325.0,3493.0,131832.0,win,DONE,DONE,1,719,0,0,0.594833,1.0745000000000002,1.2566737400000012,1.472875,2.1780521250038873,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 245, ""COLLECT_FERTILIZER"": 273, ""DIG"": 17, ""DROP"": 79, ""EAST"": 903, ""FEED"": 260, ""HARVEST"": 201, ""NORTH"": 1300, ""PASS"": 1670, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 995, ""WATER"": 759, ""WEST"": 1120}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 596, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 437}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 56, ""HIRE"": 323, ""SELL"": 193}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 119, ""SELL:MILK"": 126, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 176}",9.620689655172415,27,1.6206896551724137,11,1,{},control,starter
217,0,134591.0,3497.0,131094.0,win,DONE,DONE,1,719,0,0,0.593917,1.0729952,1.2285111800000004,1.461875,2.2041989999997895,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 245, ""COLLECT_FERTILIZER"": 274, ""DIG"": 22, ""DROP"": 82, ""EAST"": 897, ""FEED"": 262, ""HARVEST"": 198, ""NORTH"": 1318, ""PASS"": 1647, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 944, ""WATER"": 749, ""WEST"": 1116}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 598, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 438}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 49, ""HIRE"": 319, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 540, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 120, ""SELL:MILK"": 231, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 402, ""SELL:WOOL"": 78}",9.620689655172415,22,1.793103448275862,14,1,{},control,starter
217,1,140567.0,3477.0,137090.0,win,DONE,DONE,1,719,0,0,0.60075,1.0825500000000001,1.2728049400000023,1.409083,2.218727375002345,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 242, ""COLLECT_FERTILIZER"": 272, ""DIG"": 24, ""DROP"": 92, ""EAST"": 945, ""FEED"": 260, ""HARVEST"": 198, ""NORTH"": 1345, ""PASS"": 1590, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 990, ""WATER"": 731, ""WEST"": 1128}","{""HARVEST:HIGH_VALUE"": 68, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 48, ""WATER:HIGH_VALUE"": 584, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 425}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 216, ""BUY_SEED"": 46, ""HIRE"": 322, ""SELL"": 196}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 119, ""SELL:MILK"": 208, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 389, ""SELL:WOOL"": 96}",9.862068965517242,23,0.9655172413793104,8,1,{},control,starter
317,0,132023.0,3475.0,128548.0,win,DONE,DONE,1,719,0,0,0.575167,1.0736712000000002,1.284897500000001,1.358917,2.141230125002039,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 248, ""COLLECT_FERTILIZER"": 274, ""DIG"": 28, ""DROP"": 75, ""EAST"": 911, ""FEED"": 258, ""HARVEST"": 195, ""NORTH"": 1271, ""PASS"": 1705, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 917, ""WATER"": 755, ""WEST"": 1098}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 605, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 445}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 205, ""BUY_SEED"": 44, ""HIRE"": 318, ""SELL"": 172}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 533, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 120, ""SELL:MILK"": 187, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 395, ""SELL:WOOL"": 114}",9.137931034482758,22,1.5172413793103448,10,1,{},control,starter
317,1,132121.0,3475.0,128646.0,win,DONE,DONE,1,719,0,0,0.573958,1.0893297000000002,1.2550914400000004,30.022375,2.1728060000023106,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 250, ""COLLECT_FERTILIZER"": 274, ""DIG"": 29, ""DROP"": 76, ""EAST"": 921, ""FEED"": 258, ""HARVEST"": 195, ""NORTH"": 1283, ""PASS"": 1656, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 932, ""WATER"": 759, ""WEST"": 1101}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 606, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 446}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 44, ""HIRE"": 318, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 531, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 120, ""SELL:MILK"": 187, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 397, ""SELL:WOOL"": 114}",9.137931034482758,22,1.4827586206896552,10,1,{},control,starter
733,0,135613.0,3505.0,132108.0,win,DONE,DONE,1,719,0,0,0.591083,1.0927038,1.2964335600000025,1.426208,2.207193875001394,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 233, ""COLLECT_FERTILIZER"": 269, ""DIG"": 18, ""DROP"": 79, ""EAST"": 902, ""FEED"": 259, ""HARVEST"": 204, ""NORTH"": 1332, ""PASS"": 1677, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 949, ""WATER"": 745, ""WEST"": 1108}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 587, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 427}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 210, ""BUY_SEED"": 44, ""HIRE"": 320, ""SELL"": 175}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 538, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 120, ""SELL:MILK"": 241, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 401, ""SELL:WOOL"": 66}",9.793103448275861,22,1.793103448275862,18,1,{},control,starter
733,1,136662.0,3505.0,133157.0,win,DONE,DONE,1,719,0,0,0.592875,1.0784089000000001,1.3099156200000004,32.727458,2.2306402919930406,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 241, ""COLLECT_FERTILIZER"": 273, ""DIG"": 15, ""DROP"": 84, ""EAST"": 921, ""FEED"": 259, ""HARVEST"": 203, ""NORTH"": 1313, ""PASS"": 1686, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 909, ""WATER"": 751, ""WEST"": 1123}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 597, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 437}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 214, ""BUY_SEED"": 46, ""HIRE"": 320, ""SELL"": 173}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 120, ""SELL:MILK"": 243, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 68}",9.758620689655173,22,2.0689655172413794,20,1,{},control,starter
17,0,140830.0,0.0,140830.0,win,DONE,DONE,1,719,0,0,0.599666,1.0885497,1.2726598800000006,1.473709,2.243920957997034,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 248, ""COLLECT_FERTILIZER"": 271, ""DIG"": 19, ""DROP"": 98, ""EAST"": 939, ""FEED"": 256, ""HARVEST"": 212, ""NORTH"": 1367, ""PASS"": 1570, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 983, ""WATER"": 739, ""WEST"": 1131}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 575, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 415}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 205, ""BUY_SEED"": 56, ""HIRE"": 323, ""SELL"": 201}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 574, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 120, ""SELL:MILK"": 182, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 446, ""SELL:WOOL"": 133}",10.241379310344827,28,0.5862068965517241,3,1,{},control,random
17,1,129217.0,0.0,129217.0,win,DONE,DONE,1,719,0,0,0.596375,1.1068208000000002,1.2656463800000006,29.204542,2.3116347920004046,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 250, ""COLLECT_FERTILIZER"": 275, ""DIG"": 15, ""DROP"": 95, ""EAST"": 939, ""FEED"": 263, ""HARVEST"": 201, ""NORTH"": 1297, ""PASS"": 1607, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 963, ""WATER"": 742, ""WEST"": 1083}","{""HARVEST:HIGH_VALUE"": 76, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 56, ""WATER:HIGH_VALUE"": 587, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 427}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 203, ""BUY_SEED"": 56, ""HIRE"": 318, ""SELL"": 191}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 533, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 120, ""SELL:MILK"": 132, ""SELL:STRAWBERRY"": 130, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 167}",9.862068965517242,27,1.0689655172413792,10,1,{},control,random
42,0,137955.0,0.0,137955.0,win,DONE,DONE,1,719,0,0,0.595958,1.1207792,1.290282560000001,1.454792,2.254357291996712,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 273, ""DIG"": 22, ""DROP"": 84, ""EAST"": 920, ""FEED"": 262, ""HARVEST"": 203, ""NORTH"": 1277, ""PASS"": 1669, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 968, ""WATER"": 751, ""WEST"": 1077}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 586, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 427}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 188, ""BUY_SEED"": 52, ""HIRE"": 319, ""SELL"": 191}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 119, ""SELL:MILK"": 229, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 401, ""SELL:WOOL"": 83}",9.931034482758621,24,1.4827586206896552,13,1,{},control,random
42,1,131106.0,0.0,131106.0,win,DONE,DONE,1,719,0,0,0.596709,1.1137958000000001,1.30515738,49.261542,2.2968858330059447,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 273, ""DIG"": 14, ""DROP"": 89, ""EAST"": 863, ""FEED"": 265, ""HARVEST"": 204, ""NORTH"": 1345, ""PASS"": 1667, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 1023, ""WATER"": 742, ""WEST"": 1073}","{""HARVEST:HIGH_VALUE"": 72, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 52, ""WATER:HIGH_VALUE"": 579, ""WATER:MELON"": 155, ""WATER:STRAWBERRY"": 424}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 51, ""HIRE"": 321, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 115, ""SELL:MILK"": 219, ""SELL:STRAWBERRY"": 126, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 84}",9.89655172413793,30,1.8275862068965518,13,1,{},control,random
