seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,high_value_counts,market_counts,market_quantities,eod_unwatered_mean,eod_unwatered_max,eod_weeds_mean,eod_weeds_max,max_consecutive_unwatered,v011_stats,candidate,opponent
317,0,128992.0,3475.0,125517.0,win,DONE,DONE,1,719,0,0,0.660417,1.1716878000000006,1.3926144400000002,1.635459,2.2157182500013732,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 274, ""DIG"": 19, ""DROP"": 82, ""EAST"": 952, ""FEED"": 258, ""HARVEST"": 198, ""NORTH"": 1263, ""PASS"": 1659, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 933, ""WATER"": 751, ""WEST"": 1116}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 587, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 438}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 47, ""HIRE"": 319, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 543, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 109, ""SELL:MILK"": 182, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 114}",9.379310344827585,29,1.4827586206896552,17,1,"{""base_harvest_jobs"": 98, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1380, ""last_step"": 718, ""pass_after"": 1659, ""pass_before"": 1659, ""storage_jobs_seen"": 30, ""unassigned_urgent_jobs"": 636, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,starter
317,1,128992.0,3475.0,125517.0,win,DONE,DONE,1,719,0,0,0.660959,1.1579576999999999,1.4264005600000003,1.62725,2.245808457999374,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 274, ""DIG"": 22, ""DROP"": 82, ""EAST"": 952, ""FEED"": 258, ""HARVEST"": 198, ""NORTH"": 1265, ""PASS"": 1651, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 933, ""WATER"": 751, ""WEST"": 1119}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 587, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 438}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 47, ""HIRE"": 319, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 543, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 109, ""SELL:MILK"": 182, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 114}",9.379310344827585,29,1.2413793103448276,15,1,"{""base_harvest_jobs"": 98, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1380, ""last_step"": 718, ""pass_after"": 1651, ""pass_before"": 1651, ""storage_jobs_seen"": 30, ""unassigned_urgent_jobs"": 636, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,starter
733,0,134494.0,3505.0,130989.0,win,DONE,DONE,1,719,0,0,0.659958,1.1833747000000001,1.41717568,1.680208,2.209258333001344,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 235, ""COLLECT_FERTILIZER"": 270, ""DIG"": 18, ""DROP"": 85, ""EAST"": 892, ""FEED"": 261, ""HARVEST"": 201, ""NORTH"": 1303, ""PASS"": 1692, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 958, ""WATER"": 744, ""WEST"": 1118}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 586, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 437}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 45, ""HIRE"": 320, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 535, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 109, ""SELL:MILK"": 244, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 402, ""SELL:WOOL"": 68}",9.379310344827585,22,1.793103448275862,18,1,"{""base_harvest_jobs"": 170, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1410, ""last_step"": 718, ""pass_after"": 1692, ""pass_before"": 1692, ""storage_jobs_seen"": 105, ""unassigned_urgent_jobs"": 719, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,starter
733,1,134328.0,3505.0,130823.0,win,DONE,DONE,1,719,0,0,0.650167,1.1896042000000002,1.4190475600000003,1.640375,2.2386763749964302,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 246, ""COLLECT_FERTILIZER"": 274, ""DIG"": 19, ""DROP"": 81, ""EAST"": 890, ""FEED"": 260, ""HARVEST"": 200, ""NORTH"": 1274, ""PASS"": 1718, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 920, ""WATER"": 744, ""WEST"": 1130}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 589, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 440}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 44, ""HIRE"": 319, ""SELL"": 176}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 536, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 109, ""SELL:MILK"": 245, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 404, ""SELL:WOOL"": 68}",9.344827586206897,22,1.6551724137931034,16,1,"{""base_harvest_jobs"": 158, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1366, ""last_step"": 718, ""pass_after"": 1718, ""pass_before"": 1718, ""storage_jobs_seen"": 106, ""unassigned_urgent_jobs"": 698, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,starter
17,0,131680.0,0.0,131680.0,win,DONE,DONE,1,719,0,0,0.66825,1.2165458,1.4477930600000015,41.053583,2.3408781250036554,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 251, ""COLLECT_FERTILIZER"": 268, ""DIG"": 19, ""DROP"": 89, ""EAST"": 940, ""FEED"": 255, ""HARVEST"": 204, ""NORTH"": 1362, ""PASS"": 1586, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 975, ""WATER"": 723, ""WEST"": 1136}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 561, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 412}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 210, ""BUY_SEED"": 58, ""HIRE"": 322, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 540, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 109, ""SELL:MILK"": 169, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 397, ""SELL:WOOL"": 130}",10.344827586206897,29,0.6896551724137931,4,1,"{""base_harvest_jobs"": 290, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1559, ""last_step"": 718, ""pass_after"": 1586, ""pass_before"": 1586, ""storage_jobs_seen"": 67, ""unassigned_urgent_jobs"": 826, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
17,1,135676.0,0.0,135676.0,win,DONE,DONE,1,719,0,0,0.669208,1.2002587000000002,1.4510538800000004,1.667584,2.3565085000009276,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 271, ""DIG"": 18, ""DROP"": 95, ""EAST"": 1011, ""FEED"": 264, ""HARVEST"": 205, ""NORTH"": 1339, ""PASS"": 1539, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 945, ""WATER"": 717, ""WEST"": 1192}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 563, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 414}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 55, ""HIRE"": 323, ""SELL"": 197}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 541, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 109, ""SELL:MILK"": 179, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 132}",9.96551724137931,27,0.9655172413793104,4,1,"{""base_harvest_jobs"": 312, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1493, ""last_step"": 718, ""pass_after"": 1539, ""pass_before"": 1539, ""storage_jobs_seen"": 23, ""unassigned_urgent_jobs"": 757, ""unreachable_jobs"": 33, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
42,0,144197.0,0.0,144197.0,win,DONE,DONE,1,719,0,0,0.668,1.2193497,1.3844813200000001,1.778667,2.281936583996867,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 242, ""COLLECT_FERTILIZER"": 274, ""DIG"": 21, ""DROP"": 91, ""EAST"": 930, ""FEED"": 261, ""HARVEST"": 201, ""NORTH"": 1312, ""PASS"": 1658, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 970, ""WATER"": 723, ""WEST"": 1115}","{""HARVEST:HIGH_VALUE"": 66, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 46, ""WATER:HIGH_VALUE"": 576, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 427}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 48, ""HIRE"": 321, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 109, ""SELL:MILK"": 246, ""SELL:STRAWBERRY"": 120, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 65}",10.10344827586207,25,2.0689655172413794,14,1,"{""base_harvest_jobs"": 166, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1291, ""last_step"": 718, ""pass_after"": 1658, ""pass_before"": 1658, ""storage_jobs_seen"": 82, ""unassigned_urgent_jobs"": 652, ""unreachable_jobs"": 6, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
42,1,140055.0,0.0,140055.0,win,DONE,DONE,1,719,0,0,0.671667,1.2185207999999998,1.40500194,1.634,2.3253329579965794,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 238, ""COLLECT_FERTILIZER"": 270, ""DIG"": 21, ""DROP"": 80, ""EAST"": 908, ""FEED"": 263, ""HARVEST"": 211, ""NORTH"": 1367, ""PASS"": 1587, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 998, ""WATER"": 750, ""WEST"": 1094}","{""HARVEST:HIGH_VALUE"": 71, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 51, ""WATER:HIGH_VALUE"": 585, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 436}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 51, ""HIRE"": 321, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 109, ""SELL:MILK"": 231, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 78}",9.620689655172415,22,1.103448275862069,9,1,"{""base_harvest_jobs"": 224, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1448, ""last_step"": 718, ""pass_after"": 1587, ""pass_before"": 1587, ""storage_jobs_seen"": 62, ""unassigned_urgent_jobs"": 718, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
2026,0,125680.0,0.0,125680.0,win,DONE,DONE,1,719,0,0,0.687125,1.1896333000000001,1.4560311200000016,44.797958,2.3954452909965767,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 226, ""COLLECT_FERTILIZER"": 271, ""DIG"": 17, ""DROP"": 73, ""EAST"": 940, ""FEED"": 265, ""HARVEST"": 201, ""NORTH"": 1337, ""PASS"": 1558, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 1042, ""WATER"": 776, ""WEST"": 1118}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 604, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 455}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 59, ""HIRE"": 323, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 544, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 109, ""SELL:MILK"": 175, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 408, ""SELL:WOOL"": 120}",8.793103448275861,25,1.206896551724138,13,1,"{""base_harvest_jobs"": 119, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1452, ""last_step"": 718, ""pass_after"": 1558, ""pass_before"": 1558, ""storage_jobs_seen"": 43, ""unassigned_urgent_jobs"": 699, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
2026,1,136605.0,0.0,136605.0,win,DONE,DONE,1,719,0,0,0.658417,1.1955958,1.4245236800000005,1.652,2.3115724999952363,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 251, ""COLLECT_FERTILIZER"": 268, ""DIG"": 17, ""DROP"": 82, ""EAST"": 954, ""FEED"": 263, ""HARVEST"": 202, ""NORTH"": 1288, ""PASS"": 1586, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 968, ""WATER"": 729, ""WEST"": 1139}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 576, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 427}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 212, ""BUY_SEED"": 55, ""HIRE"": 319, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 539, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 109, ""SELL:MILK"": 182, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 134}",9.551724137931034,29,1.2758620689655173,8,1,"{""base_harvest_jobs"": 133, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1400, ""last_step"": 718, ""pass_after"": 1586, ""pass_before"": 1586, ""storage_jobs_seen"": 74, ""unassigned_urgent_jobs"": 738, ""unreachable_jobs"": 2, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
217,0,130459.0,0.0,130459.0,win,DONE,DONE,1,719,0,0,0.681792,1.2098369000000002,1.424031940000001,39.126625,2.3416101670009084,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 228, ""COLLECT_FERTILIZER"": 269, ""DIG"": 16, ""DROP"": 90, ""EAST"": 936, ""FEED"": 256, ""HARVEST"": 206, ""NORTH"": 1343, ""PASS"": 1629, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 972, ""WATER"": 731, ""WEST"": 1136}","{""HARVEST:HIGH_VALUE"": 72, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 52, ""WATER:HIGH_VALUE"": 565, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 416}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 50, ""HIRE"": 322, ""SELL"": 191}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 511, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 109, ""SELL:MILK"": 218, ""SELL:STRAWBERRY"": 126, ""SELL:WHEAT"": 385, ""SELL:WOOL"": 84}",10,23,1.7586206896551724,15,1,"{""base_harvest_jobs"": 213, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1559, ""last_step"": 718, ""pass_after"": 1629, ""pass_before"": 1629, ""storage_jobs_seen"": 42, ""unassigned_urgent_jobs"": 750, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
217,1,124309.0,0.0,124309.0,win,DONE,DONE,1,719,0,0,0.68775,1.2291211000000002,1.4532644400000008,4.591375,2.3878490409988444,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 234, ""COLLECT_FERTILIZER"": 272, ""DIG"": 21, ""DROP"": 86, ""EAST"": 922, ""FEED"": 258, ""HARVEST"": 208, ""NORTH"": 1337, ""PASS"": 1643, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 979, ""WATER"": 712, ""WEST"": 1142}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 558, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 409}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 188, ""BUY_SEED"": 46, ""HIRE"": 322, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 109, ""SELL:MILK"": 219, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 396, ""SELL:WOOL"": 80}",10.448275862068966,24,0.7586206896551724,10,1,"{""base_harvest_jobs"": 370, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1682, ""last_step"": 718, ""pass_after"": 1643, ""pass_before"": 1643, ""storage_jobs_seen"": 64, ""unassigned_urgent_jobs"": 826, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
317,0,136597.0,0.0,136597.0,win,DONE,DONE,1,719,0,0,0.66675,1.1924544,1.4123480600000007,29.848,2.3828731249959674,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 246, ""COLLECT_FERTILIZER"": 275, ""DIG"": 15, ""DROP"": 92, ""EAST"": 933, ""FEED"": 259, ""HARVEST"": 210, ""NORTH"": 1331, ""PASS"": 1582, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1030, ""WATER"": 756, ""WEST"": 1106}","{""HARVEST:HIGH_VALUE"": 76, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 56, ""WATER:HIGH_VALUE"": 589, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 440}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 57, ""HIRE"": 323, ""SELL"": 200}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 535, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 109, ""SELL:MILK"": 159, ""SELL:STRAWBERRY"": 130, ""SELL:WHEAT"": 410, ""SELL:WOOL"": 144}",9.275862068965518,26,1.0689655172413792,11,1,"{""base_harvest_jobs"": 181, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1344, ""last_step"": 718, ""pass_after"": 1582, ""pass_before"": 1582, ""storage_jobs_seen"": 9, ""unassigned_urgent_jobs"": 618, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
317,1,126999.0,0.0,126999.0,win,DONE,DONE,1,719,0,0,0.669333,1.1946089000000002,1.3908051200000031,1.696083,2.307763791999605,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 240, ""COLLECT_FERTILIZER"": 274, ""DIG"": 16, ""DROP"": 76, ""EAST"": 912, ""FEED"": 260, ""HARVEST"": 204, ""NORTH"": 1363, ""PASS"": 1569, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 1007, ""WATER"": 750, ""WEST"": 1111}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 583, ""WATER:MELON"": 149, ""WATER:STRAWBERRY"": 434}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 214, ""BUY_SEED"": 59, ""HIRE"": 321, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 531, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 109, ""SELL:MILK"": 145, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 405, ""SELL:WOOL"": 152}",9.551724137931034,28,1.1724137931034482,10,1,"{""base_harvest_jobs"": 183, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 0, ""harvest_jobs_seen"": 1445, ""last_step"": 718, ""pass_after"": 1569, ""pass_before"": 1569, ""storage_jobs_seen"": 61, ""unassigned_urgent_jobs"": 716, ""unreachable_jobs"": 0, ""water_jobs_seen"": 0}",v011b_harvest_storage,random
