seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent
2026,1,130996.0,3499.0,127497.0,win,DONE,DONE,1,719,0,0,0.608292,1.0897125,1.2499198800000002,1.454,2.2086283339958754,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8376.0, ""11"": 12247.0, ""12"": 12261.0, ""13"": 17171.0, ""14"": 20291.0, ""15"": 21661.0, ""16"": 26751.0, ""17"": 31099.0, ""18"": 31836.0, ""19"": 38377.0, ""2"": 91.0, ""20"": 51529.0, ""21"": 69300.0, ""22"": 74089.0, ""23"": 76898.0, ""24"": 80577.0, ""25"": 91687.0, ""26"": 107843.0, ""27"": 112551.0, ""28"": 128629.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 731.0, ""7"": 91.0, ""8"": 121.0, ""9"": 1413.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 266, ""DIG"": 18, ""DROP"": 86, ""EAST"": 914, ""FEED"": 259, ""HARVEST"": 197, ""NORTH"": 1324, ""PASS"": 1633, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 1039, ""WATER"": 739, ""WEST"": 1136}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 212, ""BUY_SEED"": 50, ""HIRE"": 324, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 119, ""SELL:MILK"": 127, ""SELL:STRAWBERRY"": 135, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 162}",v010b_carrot_half,starter
217,0,130299.0,3489.0,126810.0,win,DONE,DONE,1,719,0,0,0.606958,1.0702036000000001,1.26127006,31.536375,2.2357282920056605,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8109.0, ""11"": 12719.0, ""12"": 12440.0, ""13"": 17703.0, ""14"": 18157.0, ""15"": 19786.0, ""16"": 25130.0, ""17"": 30145.0, ""18"": 33636.0, ""19"": 43226.0, ""2"": 91.0, ""20"": 56659.0, ""21"": 72952.0, ""22"": 75648.0, ""23"": 79681.0, ""24"": 84372.0, ""25"": 98079.0, ""26"": 101870.0, ""27"": 113020.0, ""28"": 127050.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 242.0, ""8"": 1714.0, ""9"": 1728.0}","{""BUILD_PASTURE"": 12, ""CARE"": 230, ""COLLECT_FERTILIZER"": 270, ""DIG"": 19, ""DROP"": 95, ""EAST"": 950, ""FEED"": 258, ""HARVEST"": 201, ""NORTH"": 1288, ""PASS"": 1634, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 953, ""WATER"": 725, ""WEST"": 1151}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 44, ""HIRE"": 320, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 531, ""BUY_SEED:CARROT"": 9, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 118, ""SELL:MILK"": 222, ""SELL:STRAWBERRY"": 129, ""SELL:WHEAT"": 396, ""SELL:WOOL"": 78}",v010b_carrot_half,starter
217,1,144821.0,3499.0,141322.0,win,DONE,DONE,1,719,0,0,0.610333,1.0946334,1.3208030600000014,34.668916,2.2573852089990396,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 10418.0, ""11"": 13134.0, ""12"": 12837.0, ""13"": 18309.0, ""14"": 18630.0, ""15"": 20460.0, ""16"": 28204.0, ""17"": 31702.0, ""18"": 33632.0, ""19"": 41992.0, ""2"": 91.0, ""20"": 62836.0, ""21"": 77967.0, ""22"": 83876.0, ""23"": 86571.0, ""24"": 92125.0, ""25"": 108443.0, ""26"": 112980.0, ""27"": 124924.0, ""28"": 140614.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 731.0, ""7"": 158.0, ""8"": 1960.0, ""9"": 1845.0}","{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 274, ""DIG"": 16, ""DROP"": 88, ""EAST"": 907, ""FEED"": 260, ""HARVEST"": 206, ""NORTH"": 1353, ""PASS"": 1581, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 1019, ""WATER"": 749, ""WEST"": 1131}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 195, ""BUY_SEED"": 45, ""HIRE"": 322, ""SELL"": 186}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 534, ""BUY_SEED:CARROT"": 9, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 115, ""SELL:MILK"": 247, ""SELL:STRAWBERRY"": 132, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 61}",v010b_carrot_half,starter
317,0,133130.0,3478.0,129652.0,win,DONE,DONE,1,719,0,0,0.612584,1.0789291,1.2822695000000004,1.404708,2.186817167006666,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8109.0, ""11"": 12719.0, ""12"": 12440.0, ""13"": 17758.0, ""14"": 18212.0, ""15"": 19841.0, ""16"": 25248.0, ""17"": 30284.0, ""18"": 33805.0, ""19"": 40117.0, ""2"": 91.0, ""20"": 60408.0, ""21"": 75676.0, ""22"": 76535.0, ""23"": 80850.0, ""24"": 87917.0, ""25"": 100417.0, ""26"": 105883.0, ""27"": 113540.0, ""28"": 128596.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 242.0, ""8"": 1714.0, ""9"": 1728.0}","{""BUILD_PASTURE"": 12, ""CARE"": 242, ""COLLECT_FERTILIZER"": 274, ""DIG"": 18, ""DROP"": 90, ""EAST"": 973, ""FEED"": 256, ""HARVEST"": 199, ""NORTH"": 1323, ""PASS"": 1642, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 917, ""WATER"": 723, ""WEST"": 1145}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 217, ""BUY_SEED"": 43, ""HIRE"": 321, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 534, ""BUY_SEED:CARROT"": 8, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 18, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 120, ""SELL:MILK"": 224, ""SELL:STRAWBERRY"": 129, ""SELL:WHEAT"": 400, ""SELL:WOOL"": 77}",v010b_carrot_half,starter
317,1,132809.0,3478.0,129331.0,win,DONE,DONE,1,719,0,0,0.615541,1.0859747000000002,1.2725806200000016,1.566042,2.1730528339976445,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8109.0, ""11"": 12719.0, ""12"": 12440.0, ""13"": 17758.0, ""14"": 18212.0, ""15"": 19841.0, ""16"": 25248.0, ""17"": 30284.0, ""18"": 33805.0, ""19"": 40117.0, ""2"": 91.0, ""20"": 60408.0, ""21"": 75676.0, ""22"": 76535.0, ""23"": 80850.0, ""24"": 87917.0, ""25"": 100417.0, ""26"": 105883.0, ""27"": 115760.0, ""28"": 128981.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 739.0, ""7"": 242.0, ""8"": 1714.0, ""9"": 1728.0}","{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 274, ""DIG"": 18, ""DROP"": 94, ""EAST"": 964, ""FEED"": 256, ""HARVEST"": 199, ""NORTH"": 1320, ""PASS"": 1657, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 915, ""WATER"": 722, ""WEST"": 1146}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 217, ""BUY_SEED"": 43, ""HIRE"": 321, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 537, ""BUY_SEED:CARROT"": 8, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 21, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 120, ""SELL:MILK"": 223, ""SELL:STRAWBERRY"": 129, ""SELL:WHEAT"": 400, ""SELL:WOOL"": 77}",v010b_carrot_half,starter
733,0,136497.0,3509.0,132988.0,win,DONE,DONE,1,719,0,0,0.599209,1.0768503,1.2729512400000003,1.4035,2.211922209004115,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8135.0, ""11"": 12767.0, ""12"": 12507.0, ""13"": 17795.0, ""14"": 18258.0, ""15"": 19952.0, ""16"": 25380.0, ""17"": 30648.0, ""18"": 34092.0, ""19"": 41170.0, ""2"": 91.0, ""20"": 60324.0, ""21"": 77955.0, ""22"": 78841.0, ""23"": 83368.0, ""24"": 89846.0, ""25"": 99763.0, ""26"": 110251.0, ""27"": 116487.0, ""28"": 132828.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 737.0, ""7"": 246.0, ""8"": 1728.0, ""9"": 1753.0}","{""BUILD_PASTURE"": 12, ""CARE"": 234, ""COLLECT_FERTILIZER"": 268, ""DIG"": 20, ""DROP"": 84, ""EAST"": 933, ""FEED"": 260, ""HARVEST"": 199, ""NORTH"": 1313, ""PASS"": 1646, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 931, ""WATER"": 738, ""WEST"": 1151}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 212, ""BUY_SEED"": 44, ""HIRE"": 320, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 8, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 120, ""SELL:MILK"": 226, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 386, ""SELL:WOOL"": 80}",v010b_carrot_half,starter
733,1,139022.0,3509.0,135513.0,win,DONE,DONE,1,719,0,0,0.606125,1.0874836,1.304148620000001,1.749083,2.245965583002544,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8135.0, ""11"": 12767.0, ""12"": 12507.0, ""13"": 17795.0, ""14"": 18258.0, ""15"": 19952.0, ""16"": 25480.0, ""17"": 30885.0, ""18"": 35849.0, ""19"": 41613.0, ""2"": 91.0, ""20"": 62390.0, ""21"": 78869.0, ""22"": 83183.0, ""23"": 85408.0, ""24"": 90129.0, ""25"": 104328.0, ""26"": 109997.0, ""27"": 120147.0, ""28"": 134468.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 737.0, ""7"": 246.0, ""8"": 1728.0, ""9"": 1753.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 274, ""DIG"": 17, ""DROP"": 86, ""EAST"": 940, ""FEED"": 259, ""HARVEST"": 204, ""NORTH"": 1342, ""PASS"": 1606, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 942, ""WATER"": 735, ""WEST"": 1154}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 208, ""BUY_SEED"": 46, ""HIRE"": 321, ""SELL"": 191}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 533, ""BUY_SEED:CARROT"": 8, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 21, ""SELL:FERTILIZER"": 274, ""SELL:MELON"": 119, ""SELL:MILK"": 228, ""SELL:STRAWBERRY"": 129, ""SELL:WHEAT"": 400, ""SELL:WOOL"": 75}",v010b_carrot_half,starter
17,0,133995.0,0.0,133995.0,win,DONE,DONE,1,719,0,0,0.599,1.0951583,1.2207260600000007,1.475583,2.2351031669968506,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 11689.0, ""11"": 12403.0, ""12"": 12183.0, ""13"": 17140.0, ""14"": 20481.0, ""15"": 22060.0, ""16"": 26684.0, ""17"": 31124.0, ""18"": 36354.0, ""19"": 42498.0, ""2"": 91.0, ""20"": 64320.0, ""21"": 64045.0, ""22"": 72770.0, ""23"": 82638.0, ""24"": 89520.0, ""25"": 96541.0, ""26"": 107490.0, ""27"": 115601.0, ""28"": 130351.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 739.0, ""7"": 98.0, ""8"": 1256.0, ""9"": 1706.0}","{""BUILD_PASTURE"": 12, ""CARE"": 253, ""COLLECT_FERTILIZER"": 276, ""DIG"": 15, ""DROP"": 92, ""EAST"": 923, ""FEED"": 265, ""HARVEST"": 199, ""NORTH"": 1271, ""PASS"": 1691, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 97, ""SOUTH"": 926, ""WATER"": 747, ""WEST"": 1141}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 52, ""HIRE"": 321, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 542, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 276, ""SELL:MELON"": 119, ""SELL:MILK"": 143, ""SELL:STRAWBERRY"": 130, ""SELL:WHEAT"": 390, ""SELL:WOOL"": 169}",v010b_carrot_half,random
17,1,137828.0,130.0,137698.0,win,DONE,DONE,1,719,0,0,0.616584,1.136558,1.3274161200000023,45.717459,2.359594333000132,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 9035.0, ""11"": 13189.0, ""12"": 12950.0, ""13"": 18448.0, ""14"": 21660.0, ""15"": 23390.0, ""16"": 28632.0, ""17"": 33323.0, ""18"": 35481.0, ""19"": 44385.0, ""2"": 91.0, ""20"": 66146.0, ""21"": 70530.0, ""22"": 76924.0, ""23"": 83999.0, ""24"": 90712.0, ""25"": 99436.0, ""26"": 109492.0, ""27"": 118632.0, ""28"": 133528.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 733.0, ""7"": 85.0, ""8"": 1527.0, ""9"": 1875.0}","{""BUILD_PASTURE"": 12, ""CARE"": 251, ""COLLECT_FERTILIZER"": 276, ""DIG"": 14, ""DROP"": 94, ""EAST"": 953, ""FEED"": 260, ""HARVEST"": 203, ""NORTH"": 1285, ""PASS"": 1629, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 951, ""WATER"": 755, ""WEST"": 1149}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 192, ""BUY_SEED"": 54, ""HIRE"": 322, ""SELL"": 196}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 276, ""SELL:MELON"": 120, ""SELL:MILK"": 177, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 390, ""SELL:WOOL"": 132}",v010b_carrot_half,random
42,0,128844.0,0.0,128844.0,win,DONE,DONE,1,719,0,0,0.600541,1.1064256,1.2766825000000008,41.145584,2.260659375002433,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 7945.0, ""11"": 12550.0, ""12"": 12330.0, ""13"": 17547.0, ""14"": 17927.0, ""15"": 19464.0, ""16"": 24489.0, ""17"": 28476.0, ""18"": 31107.0, ""19"": 37701.0, ""2"": 91.0, ""20"": 53685.0, ""21"": 62778.0, ""22"": 69893.0, ""23"": 77523.0, ""24"": 86015.0, ""25"": 94386.0, ""26"": 100271.0, ""27"": 110886.0, ""28"": 125634.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 748.0, ""7"": 156.0, ""8"": 523.0, ""9"": 1594.0}","{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 273, ""DIG"": 18, ""DROP"": 79, ""EAST"": 869, ""FEED"": 256, ""HARVEST"": 193, ""NORTH"": 1258, ""PASS"": 1664, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 1010, ""WATER"": 751, ""WEST"": 1144}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 194, ""BUY_SEED"": 50, ""HIRE"": 319, ""SELL"": 186}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 117, ""SELL:MILK"": 204, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 399, ""SELL:WOOL"": 83}",v010b_carrot_half,random
42,1,139946.0,0.0,139946.0,win,DONE,DONE,1,719,0,0,0.609584,1.144059,1.3063580600000013,1.493458,2.315246833000856,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8133.0, ""11"": 12914.0, ""12"": 12724.0, ""13"": 17933.0, ""14"": 18391.0, ""15"": 20128.0, ""16"": 25533.0, ""17"": 31021.0, ""18"": 36487.0, ""19"": 39953.0, ""2"": 91.0, ""20"": 63904.0, ""21"": 73316.0, ""22"": 81530.0, ""23"": 84979.0, ""24"": 90580.0, ""25"": 100602.0, ""26"": 111555.0, ""27"": 123212.0, ""28"": 136469.0, ""3"": 107.0, ""4"": 110.0, ""5"": 256.0, ""6"": 741.0, ""7"": 244.0, ""8"": 1716.0, ""9"": 1735.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 271, ""DIG"": 18, ""DROP"": 83, ""EAST"": 913, ""FEED"": 254, ""HARVEST"": 198, ""NORTH"": 1330, ""PASS"": 1669, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 973, ""WATER"": 735, ""WEST"": 1117}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 45, ""HIRE"": 321, ""SELL"": 180}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 8, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 119, ""SELL:MILK"": 235, ""SELL:STRAWBERRY"": 131, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 64}",v010b_carrot_half,random
2026,0,126391.0,0.0,126391.0,win,DONE,DONE,1,719,0,0,0.620833,1.1173208000000001,1.29413068,44.942667,2.3326774169981945,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 8378.0, ""11"": 12243.0, ""12"": 12239.0, ""13"": 17144.0, ""14"": 20293.0, ""15"": 21775.0, ""16"": 26802.0, ""17"": 29301.0, ""18"": 30623.0, ""19"": 36395.0, ""2"": 91.0, ""20"": 55484.0, ""21"": 60541.0, ""22"": 68644.0, ""23"": 72706.0, ""24"": 77267.0, ""25"": 87651.0, ""26"": 103724.0, ""27"": 107784.0, ""28"": 123462.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 733.0, ""7"": 93.0, ""8"": 123.0, ""9"": 1418.0}","{""BUILD_PASTURE"": 12, ""CARE"": 235, ""COLLECT_FERTILIZER"": 269, ""DIG"": 15, ""DROP"": 79, ""EAST"": 877, ""FEED"": 251, ""HARVEST"": 199, ""NORTH"": 1355, ""PASS"": 1683, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1021, ""WATER"": 741, ""WEST"": 1103}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 52, ""HIRE"": 323, ""SELL"": 189}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 526, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 119, ""SELL:MILK"": 123, ""SELL:STRAWBERRY"": 135, ""SELL:WHEAT"": 397, ""SELL:WOOL"": 150}",v010b_carrot_half,random
2026,1,136158.0,0.0,136158.0,win,DONE,DONE,1,719,0,0,0.606959,1.1320625,1.3602374400000001,1.539042,2.276608332998876,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 9011.0, ""11"": 13182.0, ""12"": 13000.0, ""13"": 18387.0, ""14"": 21618.0, ""15"": 26023.0, ""16"": 28181.0, ""17"": 33146.0, ""18"": 35645.0, ""19"": 42047.0, ""2"": 91.0, ""20"": 62962.0, ""21"": 68242.0, ""22"": 82207.0, ""23"": 84573.0, ""24"": 93168.0, ""25"": 101531.0, ""26"": 109252.0, ""27"": 115678.0, ""28"": 132480.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 732.0, ""7"": 93.0, ""8"": 1543.0, ""9"": 1891.0}","{""BUILD_PASTURE"": 12, ""CARE"": 249, ""COLLECT_FERTILIZER"": 268, ""DIG"": 20, ""DROP"": 78, ""EAST"": 941, ""FEED"": 261, ""HARVEST"": 197, ""NORTH"": 1278, ""PASS"": 1619, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 902, ""WATER"": 728, ""WEST"": 1141}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 59, ""HIRE"": 316, ""SELL"": 183}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 119, ""SELL:MILK"": 175, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 375, ""SELL:WOOL"": 134}",v010b_carrot_half,random
217,0,136526.0,0.0,136526.0,win,DONE,DONE,1,719,0,0,0.621459,1.1318167,1.29272382,45.950709,2.3712110410051537,0,0,[],"{""0"": 98.0, ""1"": 87.0, ""10"": 11575.0, ""11"": 12512.0, ""12"": 12683.0, ""13"": 17753.0, ""14"": 17946.0, ""15"": 19671.0, ""16"": 27429.0, ""17"": 30159.0, ""18"": 36191.0, ""19"": 40704.0, ""2"": 91.0, ""20"": 60175.0, ""21"": 78133.0, ""22"": 79985.0, ""23"": 84171.0, ""24"": 89539.0, ""25"": 100063.0, ""26"": 109536.0, ""27"": 117732.0, ""28"": 132357.0, ""3"": 107.0, ""4"": 81.0, ""5"": 255.0, ""6"": 739.0, ""7"": 168.0, ""8"": 1200.0, ""9"": 1608.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 266, ""DIG"": 21, ""DROP"": 98, ""EAST"": 911, ""FEED"": 257, ""HARVEST"": 208, ""NORTH"": 1316, ""PASS"": 1670, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 993, ""WATER"": 734, ""WEST"": 1154}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 50, ""HIRE"": 324, ""SELL"": 193}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 561, ""BUY_SEED:CARROT"": 10, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 39, ""BUY_SEED:WHEAT"": 34, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 118, ""SELL:MILK"": 227, ""SELL:STRAWBERRY"": 135, ""SELL:WHEAT"": 420, ""SELL:WOOL"": 83}",v010b_carrot_half,random
