action_diff_calls,action_diff_farmer,action_diff_hands,action_diff_market,actions,calls,candidate,candidate_money,candidate_status,done,errors,guard_market_orders_truncated,guard_sell_orders_checked,guard_sell_orders_clipped,guard_sell_units_clipped,invalid,margin,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,recovery_abandoned,recovery_catchup_actions,recovery_catchup_releases,recovery_early_releases,recovery_repeat_suppressed,recovery_retry_failures,recovery_retry_success_first,recovery_retry_success_second,recovery_weed_repairs,recovery_weed_retries,result,seat,seed
2,0,0,2,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,206638.0,DONE,1,0,0,344,2,7,0,203124.0,32.364542,starter,3514.0,DONE,0.141917,0.22725,0.318292,0,0,0,0,0,0,0,0,0,0,win,1,17
2,0,0,2,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,201024.0,DONE,1,0,0,344,2,5,0,197529.0,0.401125,starter,3495.0,DONE,0.147667,0.277,0.334917,0,0,0,0,0,0,0,0,0,0,win,0,42
2,0,0,2,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,201024.0,DONE,1,0,0,344,2,5,0,197529.0,36.625625,starter,3495.0,DONE,0.151958,0.279542,0.35025,0,0,0,0,0,0,0,0,0,0,win,1,42
7,0,4,3,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 637, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 45}",719,v026b,185962.0,DONE,1,0,0,344,3,16,0,182459.0,0.438542,starter,3503.0,DONE,0.144542,0.240458,0.31525,0,8,0,1,0,0,2,0,2,2,win,0,2026
3,0,0,3,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,186017.0,DONE,1,0,0,344,3,16,0,182514.0,32.045541,starter,3503.0,DONE,0.140875,0.229083,0.341542,0,0,0,0,0,0,0,0,0,0,win,1,2026
2,0,0,2,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,180129.0,DONE,1,0,0,344,2,5,0,176620.0,35.14425,starter,3509.0,DONE,0.148167,0.273583,0.35975,0,0,0,0,0,0,0,0,0,0,win,0,217
2,0,0,2,"{'PASS': 812, 'PICKUP': 167, 'WEST': 977, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 44}",719,v026b,180129.0,DONE,1,0,0,344,2,5,0,176620.0,38.969208,starter,3509.0,DONE,0.147584,0.245792,0.357625,0,8,0,0,0,0,1,0,1,1,win,1,217
3,0,0,3,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,193414.0,DONE,1,0,0,344,3,16,0,189923.0,0.4725,starter,3491.0,DONE,0.143459,0.222417,0.327458,0,0,0,0,0,0,0,0,0,0,win,0,317
7,0,4,3,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 44}",719,v026b,193414.0,DONE,1,0,0,344,3,16,0,189923.0,33.404958,starter,3491.0,DONE,0.143625,0.243458,0.339417,0,0,0,1,0,0,1,0,1,1,win,1,317
3,0,0,3,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",719,v026b,188858.0,DONE,1,0,0,344,3,16,0,185351.0,32.821625,starter,3507.0,DONE,0.151792,0.220084,0.330458,0,0,0,0,0,0,0,0,0,0,win,0,733
6,0,1,5,"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'DIG': 44, 'FERTILIZE': 80}",719,v026b,188750.0,DONE,1,0,0,344,7,22,0,185241.0,0.380958,starter,3509.0,DONE,0.147458,0.246208,0.347916,0,0,0,1,0,0,1,0,1,1,win,1,733
